"Kod portu 
";Data przybycia (rrrr-mm-dd);"Godzina przybycia
(hh:mm)";"Kod portu, 
z którego jednostka przyp³ynê³a ";Nazwa statku;Bandera;nr IMO ;Sygna³ wywo³awczy;"Pojemnoœæ brutto 
(tony)";D³ugoœæ (metry);Agent;Nabrze¿e (miejsce zacumowania)
PLNOW;12.06.2007;06:00:00;SEMMA;ASIAN DYNASTY;Philippines;9203588;DYCU;55719;199.98;Morska Agencja Gdynia Ltd. Harbour Office Gdañsk ;OLIWSKIE
PLNOW;25.07.2007;13:15:00;PLPLC;ROS;Panama;7725685;HPVW;11676;158.60;POLSTEAM SHIPPING AGENCY Gdynia;Nab. OPP
PLNOW;26.07.2007;07:40:00;LVRIX;BLUE SKY;Netherlands;9195767;PBLE;2545;88.60;POLSTEAM SHIPPING AGENCY Gdynia;Wiœlane, Elewator 2
PLNOW;29.07.2007;23:10:00;MACAS;IRMA;Cyprus;9180396;P3SA8;21387;199.90;POLSTEAM SHIPPING AGENCY Gdynia;Nab. Chemików
PLNOW;30.07.2007;15:20:00;NLRTM;ISADORA;Cyprus;9180372;P3LA8;21387;199.90;POLSTEAM SHIPPING AGENCY Gdynia;GSR
PLNOW;31.07.2007;02:30:00;GBSHS;POLARSTREAM;Liberia;9189885;A8IO6;11417;154.00;TERMAR;GSR
PLNOW;31.07.2007;23:30:00;BEGNE;PEWSUM;Antigua and Barbuda;9001930;V2NJ;1960;88.32;POLSTEAM SHIPPING AGENCY Gdynia;nab. Zbo¿owe, Elewator 3/4
PLNOW;31.07.2007;11:40:00;MACAS;ROLNIK;Panama;7361544;H9FG;9117;145.62;POLSTEAM SHIPPING AGENCY Gdynia;Nab. Chemików
PLNOW;01.08.2007;05:15:00;PLGDY;APOLLO BEAR;Antigua and Barbuda;9014937;V2CA8;2797;88.25;DRAPOL-TRADING SP. Z O. O.;NB. RUDOWE
PLNOW;01.08.2007;16:55:00;LVLPX;AGENOR;Netherlands;9201970;PBJC;2080;88.95;DRAPOL-TRADING SP. Z O. O.;NB WIŒLANE
PLNOW;01.08.2007;19:45:00;PLSZZ;PASSAAT;Netherlands;9080687;PIHW;1937;82.40;POLSTEAM SHIPPING AGENCY Gdynia;nab. Oliwskie
PLNOW;01.08.2007;20:00:00;GBGSA;UPHUSEN;Antigua and Barbuda;9115937;V2AN1;2846;89.00;POSEIDON & FRACHTCONTOR JUNGE;
PLNOW;03.08.2007;18:30:00;GBIOG;YEOMAN BRIDGE;Bahamas;8912302;C6JY9;55696;249.90;POSEIDON & FRACHTCONTOR JUNGE;Rudowe
PLNOW;03.08.2007;11:40:00;MACAS;ROLNIK;Panama;7361544;H9FG;9117;145.62;POLSTEAM SHIPPING AGENCY Gdynia;Nab. Chemików
PLNOW;05.08.2007;09:00:00;DEKEL;WAPPEN VON HAMBURG;United Kingdom;9255799;VQUM2;5145;116.90;POSEIDON & FRACHTCONTOR JUNGE;OPP
PLNOW;05.08.2007;21:18:00;FIPRV;CORAL CARBONIC;Netherlands;9201906;PCFW;1852;79.55;Mar-Yard Ltd. Shipbrokers, Husbandry Agents ;BYTOMSKIE
PLNOW;06.08.2007;08:00:00;PLKOL;IRMTEST;Poland;1234576;ZZZZX;1234;123.00;test-IRM;
PLNOW;06.08.2007;14:00:00;DETRV;MERCHANT;United Kingdom;8020604;MCMF3;20594;155.00;MAR-SERVICE;Gdansk roads
PLNOW;06.08.2007;00:25:00;PLSZZ;ALMA;Antigua and Barbuda;8420660;V2UD;2730;98.30;POLSTEAM SHIPPING AGENCY Gdynia;Wislane
PLNOW;07.08.2007;10:30:00;NOSRP;FILIA ANTJE;Netherlands;9340300;PHBC;2186;89.99;DRAPOL-TRADING SP. Z O. O.;NB. PIÊCIU GWIZDKÓW
PLNOW;08.08.2007;15:00:00;FITKU;MERCHANT;United Kingdom;8020604;MCMF3;20594;155.00;MAR-SERVICE;
PLNOW;08.08.2007;18:00:00;PLGDY;ASCENSION;United States;8912857;WBAS;3972;97.80;Pol-Mare Sp. z o. o.;nab.Rudowe
PLNOW;08.08.2007;17:15:00;LTKLJ;JONGLEUR;Antigua and Barbuda;8420660;V2UD;1999;98.30;POLSTEAM SHIPPING AGENCY Gdynia;Elewator 3/4
PLNOW;09.08.2007;23:30:00;FIKVH;METALLICA;Gibraltar;8806151;ZDGS9;3826;104.85;Balta SA;NAB WÊGLOWE
PLNOW;09.08.2007;20:00:00;BEANR;JOHANN SCHULTE;Isle of Man;9155341;MXQO5;15180;155.00;Mar-Yard Ltd. Shipbrokers, Husbandry Agents ;OSTRAWICA 1
PLNOW;10.08.2007;02:25:00;PLSZZ;WADAG II;Panama;7725714;HPVT;11632;158.58;POLSTEAM SHIPPING AGENCY Gdynia;nab. OPP
PLNOW;11.08.2007;10:00:00;AEDXB;IRMTEST;Poland;1234576;ZZZZX;1234;123.00;test-IRM;duñskie
PLNOW;11.08.2007;10:00:00;NOEYD;UGLEN;Norway;7721079;LHIF;3977;78.50;Mar-Yard Ltd. Shipbrokers, Husbandry Agents ;ZDOB. KOLOBRZEGU QUAY
PLNOW;12.08.2007;08:00:00;LTKLJ;ISLAND SKY;Bahamas;8802894;C6TQ2;4200;90.60;POSEIDON & FRACHTCONTOR JUNGE;OLIWSKIE
PLNOW;12.08.2007;07:15:00;LVRIX;AVAILABILITY;Latvia;7715410;YLBE;1696;79.00;Unibaltic Sp. z o.o.;OPP
PLNOW;13.08.2007;04:00:00;SEVST;SWEDICA HAV;Bahamas;8605478;C6VU6;1616;82.45;Vetro Shipping Services;nabrz. PRZEMYS£OWE
PLNOW;14.08.2007;08:00:00;GB888;IRMTEST1;Puerto Rico;1113334;VTS12;27000;205.00;test-IRM;weglowe
PLNOW;14.08.2007;08:00:00;NLRTM;UNION DIAMOND;Belgium;8220548;ORLK;497;33.00;MAR-SERVICE;
PLNOW;15.08.2007;11:00:00;PLGDY;BALTIC SEA;Cyprus;9330941;C4FR2;2985;98.43;IMCL Poland Sp. z o.o.;Szczecinskie
PLNOW;15.08.2007;06:00:00;PLGDY;AZURYTH;Norway;8111518;LAFL5;3922;104.30;Unibaltic Sp. z o.o.;Chemiki
PLNOW;15.08.2007;15:30:00;PLSWI;AGENOR;Netherlands;9201970;PBJC;2080;88.95;DRAPOL-TRADING SP. Z O. O.;NB. PIÊCIU GWIZDKÓW
PLNOW;15.08.2007;08:00:00;NOHAU;EIDE LIFT 2;Norway;7328061;LK6115;1495;54.00;MAR-SERVICE;
PLNOW;15.08.2007;08:00:00;NOHAU;EIDE MAX;Norway;8871091;LHDH;165;30.60;MAR-SERVICE;
PLNOW;15.08.2007;13:40:00;DKCPH;ISLAND SKY;Bahamas;8802894;C6TQ2;4200;90.60;POSEIDON & FRACHTCONTOR JUNGE;OLIWSKIE
PLNOW;15.08.2007;22:15:00;PLGDY;BCL IZABELA;Antigua and Barbuda;9367853;V2CI4;7208;131.50;Baltic Container Lines Co. Ltd.;BCT
PLNOW;16.08.2007;11:00:00;PLGDY;MARINA;Norway;8509818;LAYZ5;3727;103.50;IMCL Poland Sp. z o.o.;Szczecinskie
PLNOW;16.08.2007;13:00:00;NLMOE;HAPPY HARRIER;Isle of Man;8716514;ZIRR2;3595;98.25;Mar-Yard Ltd. Shipbrokers, Husbandry Agents ;OSTRAWICA 1
PLNOW;17.08.2007;15:50:00;NOREK;NORHOLM;Gibraltar;9107136;ZDGX5;3443;93.00;POSEIDON & FRACHTCONTOR JUNGE;Wêglowe
PLNOW;18.08.2007;01:00:00;PLGDY;MARIA SCHEPERS;Antigua and Barbuda;8818879;V2CV;2749;94.50;IMCL Poland Sp. z o.o.;nab. szczecinskie
PLNOW;18.08.2007;13:30:00;DKAAR;SPICA;Germany;9083043;DIPS;7550;151.14;CONTAINERSHIPS Polska Sp. z o.o.;NABRZE¯E SZCZECIÑSKIE
PLNOW;19.08.2007;15:50:00;DKTED;ELKE D;Antigua and Barbuda;8814196;V2NB;1307;74.90;POLSTEAM SHIPPING AGENCY Gdynia;Wiœlane, Elewator 2
PLNOW;20.08.2007;07:30:00;FIHKO;LONGSTONE;United Kingdom;9234082;VQBS2;23235;193.00;Mar-Yard Ltd. Shipbrokers, Husbandry Agents ;ZDOBYWCÓW KOOBRZEGU
PLNOW;21.08.2007;04:10:00;NO888;WILSON TANA;Malta;7616224;9HVN5;4907;110.52;POSEIDON & FRACHTCONTOR JUNGE;Wêglowe
PLNOW;21.08.2007;17:00:00;PLGDY;GERMAN;Antigua and Barbuda;9038373;V2AO6;3585;99.70;IMCL Poland Sp. z o.o.;nab. Szczecinskie
PLNOW;22.08.2007;17:00:00;PLGDY;GERMAN;Antigua and Barbuda;9038373;V2AO6;3585;99.70;IMCL Poland Sp. z o.o.;nab. Szczecinskie
PLNOW;23.08.2007;10:00:00;NLRTM;TURCHESE;Italy;9220354;IBLE;8428;136.03;C&T Marine Consultants Co. Ltd. ;Stocznia Remontowa
PLNOW;23.08.2007;07:00:00;PLGDY;MARINA;Norway;8509818;LAYZ5;3727;103.50;IMCL Poland Sp. z o.o.;nab. Szczecinskie
PLNOW;23.08.2007;05:00:00;SEIGG;VOLANTE;Gibraltar;9219460;ZDEO2;3244;99.95;Balta SA;NAB. WÊGLOWE
PLNOW;23.08.2007;17:55:00;NLAMS;SHUYA;Russian Federation;9105841;UIWD;2889;96.00;POLSTEAM SHIPPING AGENCY Gdynia;Elewator 3/4
PLNOW;23.08.2007;16:00:00;PLGDY;METALLICA;Gibraltar;8806151;ZDGS9;3826;104.85;Balta SA;nab. Wêglowe
PLNOW;24.08.2007;19:00:00;NLAMS;HOEGH BERLIN;Norway;9295842;LAFL6;57280;199.90;Morska Agencja Gdynia Ltd. Harbour Office Gdañsk ;
PLNOW;24.08.2007;06:50:00;FRLPE;PEWSUM;Antigua and Barbuda;9001930;V2NJ;1960;88.32;POLSTEAM SHIPPING AGENCY Gdynia;Nab. Bytomskie, Baltic Malt
PLNOW;24.08.2007;10:00:00;PLGDY;MARIA SCHEPERS;Antigua and Barbuda;8818879;V2CV;2749;94.50;IMCL Poland Sp. z o.o.;nab. szczecinskie
PLNOW;25.08.2007;06:00:00;GBSFW;PETRONORDIC;Bahamas;9233806;C6SU9;54865;233.50;MAR-SERVICE;
PLNOW;25.08.2007;06:00:00;DERSK;VEGALAND;United Kingdom;7718539;ZQVU7;20871;190.00;MAR-SERVICE;
PLNOW;25.08.2007;08:30:00;NOREK;REGINA MAGDALENA;Norway;8105090;LAVR5;3593;99.93;POSEIDON & FRACHTCONTOR JUNGE;BASEN GÓRNICZY
PLNOW;27.08.2007;05:10:00;GBGSA;ARKLOW VENTURE;Netherlands;9201839;PIAV;2800;89.75;POSEIDON & FRACHTCONTOR JUNGE;Basen Górniczy-Nab. 
PLNOW;27.08.2007;08:00:00;DEHAM;OOCL NEVA;Luxembourg;9231846;L X N V;9981;133.95;Inter Marine Co. Ltd. ;
PLNOW;28.08.2007;07:20:00;MACAS;ZIEMIA GORNOSLASKA;Liberia;8418734;A8DP3;17427;180.17;POLSTEAM SHIPPING AGENCY Gdynia;nab. Chemików
PLNOW;28.08.2007;15:50:00;GBGSA;CELTIC SPIRIT;Bahamas;7521132;C6TD2;2978;91.00;POSEIDON & FRACHTCONTOR JUNGE;Wêglowe
PLNOW;28.08.2007;23:00:00;PTAVE;POET;Antigua and Barbuda;9125073;V2LA9;2997;99.90;POSEIDON & FRACHTCONTOR JUNGE;RUDOWE
PLNOW;28.08.2007;18:20:00;DEHAM;GERMAN;Antigua and Barbuda;9038373;V2AO6;3585;99.70;IMCL Poland Sp. z o.o.;GTK
PLNOW;28.08.2007;14:15:00;RULED;OOCL ST.PETERSBURG;Netherlands;9315006;PHCZ;9981;134.44;Inter Marine Co. Ltd. ;
PLNOW;29.08.2007;06:00:00;PLGDY;MARINA;Norway;8509818;LAYZ5;3727;103.50;IMCL Poland Sp. z o.o.;
PLNOW;29.08.2007;20:00:00;PLGDY;PARAMAR;Cyprus;9190262;P3ZD9;3244;89.72;Balta SA;NAB. WÊGLOWE
PLNOW;30.08.2007;11:00:00;NOREK;WILSON MALO;Cyprus;7707839;P3ZB4;4061;105.00;POSEIDON & FRACHTCONTOR JUNGE;NAB. WÊGLOWE
PLNOW;30.08.2007;19:00:00;NOREK;BLANKENESE;Malta;8412390;9HUF6;2882;99.80;POSEIDON & FRACHTCONTOR JUNGE;RUDOWE
PLNOW;30.08.2007;23:25:00;SEGOT;KARMSUND;Barbados;7724203;8PSD;2728;88.80;POSEIDON & FRACHTCONTOR JUNGE;Stocznia Pó³nocna
PLNOW;30.08.2007;19:00:00;PLGDY;WAPPEN VON BERLIN;United Kingdom;9255804;VQUL9;4245;116.90;POSEIDON & FRACHTCONTOR JUNGE;
PLNOW;30.08.2007;19:00:00;NOREK;BLANKENESE;Malta;8412390;9HUF6;2882;99.80;POSEIDON & FRACHTCONTOR JUNGE;RUDOWE
PLNOW;30.08.2007;19:15:00;BEANR;GERARDA;Netherlands;9341770;PHEV;2999;89.86;Balta SA;NAB WÊGLOWE
PLNOW;31.08.2007;01:00:00;PLGDY;MARIA SCHEPERS;Antigua and Barbuda;8818879;V2CV;2749;94.50;IMCL Poland Sp. z o.o.;nab. Szczecinskie
PLNOW;31.08.2007;11:45:00;SEMON;GRANATO;Italy;9201774;IBOH;5006;120.70;OKMARIT Ltd;NAB PRZEMYS£OWE
PLNOW;01.09.2007;16:30:00;NLABL;GRACHTDIEP;Gibraltar;9199414;ZDEQ2;3244;99.95;Balta SA;NAB WÊGLOWE
PLNOW;01.09.2007;22:30:00;DEHAM;TANAIS;Poland;6721008;SPG2714;313;4496.00;Barwil Agencies Poland Branch Office Sopot;Trawlerowe
PLNOW;01.09.2007;01:00:00;PLSZZ;DENEB;Antigua and Barbuda;9061306;V2CM6;3992;101.00;Baltic Container Lines Co. Ltd.;GTK
PLNOW;01.09.2007;09:00:00;LTKLJ;BROVIG BREEZE;Norway;9344265;LAJJ6;2885;95.80;OKMARIT Ltd;NAB PRZEMYS£OWE
PLNOW;01.09.2007;12:00:00;SENYN;SCANDINAVIA;Bahamas;7826788;C6TA7;23842;132.57;Polferries Gdañsk;Baza Promowa P¯B
PLNOW;02.09.2007;14:00:00;DKKOL;MINCHEN D;Antigua and Barbuda;7723687;V2LG;1678;72.30;POLFRACHT AGENCJA ¯EGLUGOWA SP. Z O. O.;W MORZU
PLNOW;02.09.2007;10:00:00;DEBRE;LEONORE;Antigua and Barbuda;9353022;V2BO8;5029;119.60;B+K Agency Ltd. ;WIŒLANE
PLNOW;02.09.2007;12:00:00;DKAAB;VEST;Denmark;5153395;OYPD2;283;46.30;B+K Agency Ltd. ;OSTROWICA IV
PLNOW;02.09.2007;22:00:00;NO888;DURRINGTON;United Kingdom;8000836;GBSN;7788;137.00;POSEIDON & FRACHTCONTOR JUNGE;RUDOWE
PLNOW;02.09.2007;07:00:00;DEHAM;OOCL ST.PETERSBURG;Netherlands;9315006;PHCZ;9981;134.44;Inter Marine Co. Ltd. ;
PLNOW;02.09.2007;23:20:00;PLPLC;REGA;Bahamas;8908868;C6SP2;11542;149.44;POLSTEAM SHIPPING AGENCY Gdynia;GSR
PLNOW;02.09.2007;14:30:00;PLGDY;SEA VITA;Antigua and Barbuda;8504258;V2PS3;3727;103.50;IMCL Poland Sp. z o.o.;nab. Szczeciñskie
PLNOW;03.09.2007;01:30:00;BEANR;ARCTIC SKY;Malta;9111242;9HRP7;7249;134.30;POSEIDON & FRACHTCONTOR JUNGE;RUDOWE
PLNOW;03.09.2007;11:00:00;NLRTM;BONDENAU;Antigua and Barbuda;9356854;V2CI5;2452;88.00;Meerpahl & Meyer Sopot;Ooliwskie
PLNOW;03.09.2007;05:00:00;PLGDY;ODYS;Poland;7937965;SQLU;329;28.52;BALT-T Sp. z o.o.;Nab. Krakowski Maritim 
PLNOW;03.09.2007;14:00:00;RULED;BRAZILIAN REEFER;Bahamas;8300377;C6SR8;12383;144.61;Mar-Yard Ltd. Shipbrokers, Husbandry Agents ;ZDOB. KO£OBRZEGU
PLNOW;03.09.2007;09:00:00;LTKLJ;AMORE;Cyprus;8801060;P3QZ9;851;64.33;Burger Poland;NAB. WISLANE
PLNOW;03.09.2007;11:00:00;NLRTM;ZIEMIA GNIEZNIENSKA ;Liberia;8207771;A8DT3;16697;180.25;POLSTEAM SHIPPING AGENCY Gdynia;GSR - nab. Ostrawica 1
PLNOW;03.09.2007;07:00:00;SEAMA;NOSSAN;Sweden;8814536;SBMF;2248;88.00;POSEIDON & FRACHTCONTOR JUNGE;WÊGLOWE
PLNOW;03.09.2007;11:00:00;DEBKE;LORE D;Antigua and Barbuda;8026282;V2CU;1127;69.40;Baltic Shipping Agency Ltd.;ELEWATOR 3-4
PLNOW;03.09.2007;12:00:00;SENYN;BALTIVIA;Bahamas;7931997;C6WN5;17790;136.60;Polferries Gdañsk;Baza Promowa P¯B 
PLNOW;04.09.2007;11:20:00;FIHEL;DORIS SCHEPERS;Antigua and Barbuda;9404065;V2DS2;7852;140.60;CONTAINERSHIPS Polska Sp. z o.o.;NAB.SZCZECIÑSKIE
PLNOW;04.09.2007;12:00:00;SENYN;SCANDINAVIA;Bahamas;7826788;C6TA7;23842;132.57;Polferries Gdañsk;BAZA PROMOWA  P¯B
PLNOW;04.09.2007;20:00:00;PLGDY;MARIS;Antigua and Barbuda;9122239;V2CH8;3999;100.60;Burger Poland;NAB.SZCZECIÑSKIE
PLNOW;04.09.2007;17:00:00;DEHAM;GERMAN;Antigua and Barbuda;9038373;V2AO6;3585;99.70;IMCL Poland Sp. z o.o.;nab. Szczecinskie
PLNOW;05.09.2007;08:00:00;RULED;OOCL MOSCOW;Marshall Islands;9220079;V7DJ6;14290;158.75;Inter Marine Co. Ltd. ;
PLNOW;05.09.2007;16:00:00;SEHEL;TANJA;Antigua and Barbuda;8818623;V2PM5;2190;82.50;POLSTEAM SHIPPING AGENCY Gdynia;nab.Wislane,Elewatot 2
PLNOW;05.09.2007;12:00:00;SENYN;BALTIVIA;Bahamas;7931997;C6WN5;17790;136.60;Polferries Gdañsk;Baza Promowa P¯B 
PLNOW;05.09.2007;15:00:00;PLGDY;TRANSMAR;Cyprus;9167332;P3WD9;2820;89.72;Balta SA;NAB. WÊGLOWE
PLNOW;06.09.2007;16:00:00;NLRTM;SUNNIVA;United Kingdom;8914855;VQOJ8;5006;112.00;C&T Marine Consultants Co. Ltd. ;Stocznia Remontowa
PLNOW;06.09.2007;06:00:00;RULED;SPICA;Germany;9083043;DIPS;7550;151.14;CONTAINERSHIPS Polska Sp. z o.o.;NAB.SZCZECINSKIE
PLNOW;06.09.2007;12:00:00;SENYN;SCANDINAVIA;Bahamas;7826788;C6TA7;23842;132.57;Polferries Gdañsk;BAZA PROMOWA  P¯B
PLNOW;06.09.2007;06:15:00;DKFDV;LISA S;Antigua and Barbuda;6901593;V2AD;872;null;Morska Agencja Gdynia Ltd. Harbour Office Gdañsk ;
PLNOW;06.09.2007;23:30:00;PLGDY;MARIA SCHEPERS;Antigua and Barbuda;8818879;V2CV;2749;94.50;IMCL Poland Sp. z o.o.;GTK
PLNOW;07.09.2007;05:00:00;ESBIO;NORDSTERN;Antigua and Barbuda;9039092;V2FZ;2446;88.00;B+K Agency Ltd. ;OLIWSKIE
PLNOW;07.09.2007;11:00:00;GBTIL;MARITIME MASTER;Singapore;8405220;9VPD;15850;160.00;POLFRACHT AGENCJA ¯EGLUGOWA SP. Z O. O.;W MORZU
PLNOW;07.09.2007;15:30:00;PLGDY;DENEB;Antigua and Barbuda;9061306;V2CM6;3992;101.00;Baltic Container Lines Co. Ltd.;GTK nabrze¿e Szczecinskie
PLNOW;07.09.2007;12:00:00;SENYN;BALTIVIA;Bahamas;7931997;C6WN5;17790;136.60;Polferries Gdañsk;Baza Promowa P¯B 
PLNOW;07.09.2007;16:25:00;NICIO;IVER EXPERT;Netherlands;9126015;PCEX;29289;182.90;Mar-Yard Ltd. Shipbrokers, Husbandry Agents ;OSTRAWICA 1
PLNOW;07.09.2007;15:00:00;PLGDY;EURO STORM;United Kingdom;9244180;VSPY6;6191;132.60;Morska Agencja Gdynia Ltd. Harbour Office Gdañsk ;
PLNOW;07.09.2007;22:10:00;NOLIL;ULRIKEN;Panama;7230185;HP9570;1470;78.51;Baltic Shipping Agency Ltd.;PRZEMYSLOWE II
PLNOW;08.09.2007;08:00:00;PLGDY;YEOMAN BRIDGE;Bahamas;8912302;C6JY9;55696;249.90;POSEIDON & FRACHTCONTOR JUNGE;nab Rudowe
PLNOW;08.09.2007;08:00:00;DEFLF;SAN REMO;Saint Vincent and the Grenadines;6507983;J8B2632;1250;69.28;DAN SHIPPING & TRADING Co. Ltd. ;OLIWSKIE
PLNOW;08.09.2007;17:00:00;BEANR;TRAMP;Saint Vincent and the Grenadines;7604831;JBUE2;1181;68.03;Morska Agencja Gdynia Ltd. Harbour Office Gdañsk ;
PLNOW;08.09.2007;12:42:00;NO888;SEA AMETHYST;United Kingdom;8520824;MQYS5;8253;142.00;POSEIDON & FRACHTCONTOR JUNGE;WÊGLOWE
PLNOW;08.09.2007;10:35:00;NOREK;RIVER ALN;Antigua and Barbuda;9235505;V2PR7;2829;89.75;POSEIDON & FRACHTCONTOR JUNGE;WÊGLOWE
PLNOW;08.09.2007;05:15:00;LVLPX;AILA;Finland;9354337;OJMM;9131;141.20;CONTAINERSHIPS Polska Sp. z o.o.;NAB.SZCZECIÑSKIE
PLNOW;08.09.2007;12:00:00;SENYN;SCANDINAVIA;Bahamas;7826788;C6TA7;23842;132.57;Polferries Gdañsk;BAZA PROMOWA  P¯B
PLNOW;08.09.2007;09:40:00;PLGDY;SEA VITA;Antigua and Barbuda;8504258;V2PS3;3727;103.50;IMCL Poland Sp. z o.o.;nab. szczecinskie
PLNOW;09.09.2007;23:30:00;LTKLJ;VIKTOR TKACHYOV;Russian Federation;8131934;UCJX;14141;162.11;POLSTEAM SHIPPING AGENCY Gdynia;nab. Oliwskie
PLNOW;09.09.2007;12:00:00;SENYN;BALTIVIA;Bahamas;7931997;C6WN5;17790;136.60;Polferries Gdañsk;Baza Promowa P¯B 
PLNOW;09.09.2007;23:10:00;NLABL;VOLANTE;Gibraltar;9219460;ZDEO2;3244;99.95;Balta SA;NAB. WÊGLOWE
PLNOW;09.09.2007;12:00:00;PLSWI;BALTIVIA;Bahamas;7931997;C6WN5;17790;136.60;Polferries Gdañsk;Baza Promowa P¯B 
PLNOW;10.09.2007;08:00:00;LTKLJ;FAGERVIK;Antigua and Barbuda;7928768;V2OU7;2050;80.74;Marbalco Shipping Ltd. Head Office ;OLIWSKIE
PLNOW;10.09.2007;18:00:00;NO888;NORHOLM;Gibraltar;9107136;ZDGX5;3443;93.45;POLFRACHT AGENCJA ¯EGLUGOWA SP. Z O. O.;
PLNOW;10.09.2007;17:00:00;PLGDY;FAUSTINA;Saint Vincent and the Grenadines;8817356;J8B2820;1999;82.04;B+K Agency Ltd. ;WIŒLANE
PLNOW;10.09.2007;23:50:00;BEANR;DANICA BROWN;Denmark;8421872;OXFY2;997;61.55;Baltic Shipping Agency Ltd.;OLIWSKIE
PLNOW;10.09.2007;19:00:00;LTKLJ;REBECCA;Finland;8201600;OJIK;664;59.60;Morska Agencja Gdynia Ltd. Harbour Office Gdañsk ;
PLNOW;11.09.2007;16:30:00;GBBOS;SYDGARD;Netherlands;9196204;PFBD;2868;89.25;Burger Poland;Stocznia Gdanska/Alkor nab. Pirs
PLNOW;11.09.2007;06:00:00;DEHAM;ODYS;Poland;7937965;SQLU;329;28.52;BALT-T Sp. z o.o.;Nab. Krakowski Maritim 
PLNOW;11.09.2007;14:00:00;SEMMA;SANDRA;Netherlands Antilles;9195731;PJER;2545;88.60;B+K Agency Ltd. ;Rudowe
PLNOW;11.09.2007;08:00:00;DEHAM;OOCL MOSCOW;Marshall Islands;9220079;V7DJ6;14290;158.75;Inter Marine Co. Ltd. ;AT SEA
PLNOW;11.09.2007;21:00:00;RULED;OOCL NEVA;Luxembourg;9231846;LXNV;9981;133.95;Inter Marine Co. Ltd. ;
PLNOW;11.09.2007;18:00:00;NOESP;WILSON RIGA;Barbados;7382500;8PQT;3890;103.60;POSEIDON & FRACHTCONTOR JUNGE;BASEN GÓRNICZY
PLNOW;11.09.2007;06:00:00;NLAMS;LADOGA 11;Russian Federation;7614604;UAPH;1588;81.00;Baltic Shipping Agency Ltd.;ELEWATOR 3-4
PLNOW;11.09.2007;11:50:00;SENYN;SCANDINAVIA;Bahamas;7826788;C6TA7;23842;132.57;Polferries Gdañsk;BAZA PROMOWA  P¯B
PLNOW;11.09.2007;11:00:00;NLRTM;OSTEBORG;Netherlands Antilles;9033866;PJMR;1999;82.04;Meerpahl & Meyer Sopot;Swedish Quay
PLNOW;12.09.2007;11:00:00;MACAS;WIGRY;Panama;7725697;HPVQ;11676;158.80;POLSTEAM SHIPPING AGENCY Gdynia;nab.Chemików/Basen Górniczy/OPP
PLNOW;12.09.2007;16:30:00;NOBGO;COPERNICUS;Liberia;8713809;ELYM8;1525;73.88;OKMARIT Ltd;NAB PRZEMYS£OWE
PLNOW;12.09.2007;05:00:00;NOREK;REGINA MAGDALENA;Norway;8105090;LAVR5;3593;99.93;POSEIDON & FRACHTCONTOR JUNGE;BASEN GÓRNICZY
PLNOW;12.09.2007;07:00:00;SESTO;THOMSON SPIRIT;Cyprus;8024014;P3SK9;33930;214.65;Morska Agencja Gdynia Ltd. Harbour Office Gdañsk ;OLIWSKIE
PLNOW;12.09.2007;02:00:00;LTKLJ;PERCEIVER;Netherlands;9083067;PHGT;5026;116.96;Burger Poland;NAB.SZCZECIÑSKIE
PLNOW;12.09.2007;15:30:00;FRMTX;FLINTERWAVE;Netherlands;9313785;PHBZ;2999;8986.00;Barwil Agencies Poland Branch Office Sopot;Aldok
PLNOW;12.09.2007;12:00:00;GBTYN;CITY OF AMSTERDAM;Isle of Man;9174751;MYEU8;9959;99.92;Morska Agencja Gdynia Ltd. Harbour Office Gdañsk ;WOC
PLNOW;12.09.2007;10:45:00;SENYN;BALTIVIA;Bahamas;7931997;C6WN5;17790;136.60;Polferries Gdansk;Baza Promowa P¯B 
PLNOW;12.09.2007;14:30:00;FIHEL;SPICA;Germany;9083043;DIPS;7550;151.14;CONTAINERSHIPS Polska Sp. z o.o.;NAB.SZCZECIÑSKIE
PLNOW;12.09.2007;11:35:00;PLGDY;GARMO;Cyprus;9116022;P3EM6;2901;91.20;Vetro Shipping Services;OLIWSKIE
PLNOW;13.09.2007;13:00:00;SEKAN;BEWA;Norway;7359125;LARH4;1920;799.00;Meerpahl & Meyer Sopot;Rudowe
PLNOW;13.09.2007;22:00:00;SEHAD;FLINTERBOREAS;Netherlands;9345350;PHDS;2474;82.50;Burger Poland;NAB. WISLANE
PLNOW;13.09.2007;03:00:00;PLGDY;VÄRMLAND;United Kingdom;9276341;VQTS9;6434;133.60;Burger Poland;NAB.SZCZECIÑSKIE
PLNOW;13.09.2007;14:30:00;PLGDY;MARIA SCHEPERS;Antigua and Barbuda;8818879;V2CV;2749;94.50;IMCL Poland Sp. z o.o.;nab. Szczecinskie
PLNOW;13.09.2007;03:00:00;PLGDY;GERMAN;Antigua and Barbuda;9038373;V2AO6;3585;99.70;IMCL Poland Sp. z o.o.;nab. szczecinskie
PLNOW;13.09.2007;12:00:00;SENYN;SCANDINAVIA;Bahamas;7826788;C6TA7;23842;132.57;Polferries Gdañsk;BAZA PROMOWA  P¯B
PLNOW;14.09.2007;15:45:00;PLGDY;DENEB;Antigua and Barbuda;9061306;V2CM6;3992;101.00;Baltic Container Lines Co. Ltd.;GTK
PLNOW;14.09.2007;08:00:00;DERSK;ODYSEUSZ + CRIST 2;Poland;8102579;SQLV;329;35.63;Morska Agencja Gdynia Ltd. Harbour Office Gdañsk ;
