"Kod portu 
";Data przybycia (rrrr-mm-dd);"Godzina przybycia
(hh:mm)";"Kod portu, 
z którego jednostka przyp³ynê³a ";Nazwa statku;Bandera;nr IMO ;Sygna³ wywo³awczy;"Pojemnoœæ brutto 
(tony)";D³ugoœæ (metry);Agent;Nabrze¿e (miejsce zacumowania)
PLDAR;2018-06-23;03:00:00;SEKLR;HELGA;Antigua and Barbuda;8402577;V2FW;1473;79.80;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Gdañskie
PLDAR;2018-06-27;07:00:00;DEWOL;SEELAND;Germany;9228930;DFTZ;2224;87.99;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Gdañskie
PLDAR;2018-06-28;17:00:00;DKASH;HELT;Panama;8402589;3FSB;1473;79.10;DAN SHIPPING & TRADING Co. Ltd. ;Gdyñskie
PLDAR;2018-07-01;19:30:00;DKODE;IDA;Cyprus;8613358;C4CZ2;1616;82.45;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Gdañskie
PLDAR;2018-07-04;06:00:00;SEELE;OAK;Cook Islands;8211629;E5U2636;1560;87.80;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Gdañskie
PLDAR;2018-07-07;11:00:00;SEELL;RUBYN;Saint Vincent and the Grenadines;8511885;J8B2973;1512;79.63;DAN SHIPPING & TRADING Co. Ltd. ;Gdyñskie
PLDAR;2018-07-08;08:00:00;DKFAK;RABA;Cyprus;8415172; 5BGM4;1843;81.00;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Gdañskie
PLDAR;2018-07-10;07:00:00;LTKLJ;RINALAND;Latvia;8618035;YLOK;2006;81.86;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Dorszowe 1 
PLDAR;2018-07-15;06:00:00;SEELL;HELGA;Antigua and Barbuda;8402577;V2XS;1472;79.80;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2018-07-18;12:40:00;SEELL;OAK;Cook Islands;8211629;E5U2636;1560;87.65;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2018-07-23;06:00:00;DKASH;ARCTICA HAV;Bahamas;8403571;C6UL8;1532;82.45;DAN SHIPPING & TRADING Co. Ltd. ;Gdyñskie
PLDAR;2018-07-28;10:00:00;FIKEM;ANNE;Bahamas;9118006;C6UH3;2035;90.00;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Gdañskie
PLDAR;2018-08-01;07:00:00;EEMRS;RINALAND;Latvia;8618035;YLOK;2006;81.86;Morska Agencja Gdynia Ltd. Harbour Office Gdynia;Dorszowe 1 
PLDAR;2018-08-07;16:00:00;SEELL;OAK;Poland;8211629;E5U2636;1560;87.65;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Gdañskie
PLDAR;2018-08-09;00:30:00;PLKOL;VALDAY;Antigua and Barbuda;9142576;V2CS5;1682;81.50;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Gdañskie
PLDAR;2018-08-13;08:00:00;SEMMA;RINALAND;Latvia;8618035;YLOK;2006;81.86;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Dorszowe 2
PLDAR;2018-08-15;09:00:00;SEELL;VALDAY;Antigua and Barbuda;9142576;V2CS5;1682;81.50;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Szczeciñskie
PLDAR;2018-08-15;09:00:00;SEELL;VALDAY;Antigua and Barbuda;9142576;V2CS5;1682;81.86;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2018-08-18;13:30:00;PLKOL;OAK;Cook Islands;8211629;E5U2636;1560;87.65;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Gdañskie
PLDAR;2018-08-21;19:30:00;PLSZZ;WALTER HAMMANN;Germany;8714841;DFVT;1156;58.83;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Gdañskie
PLDAR;2018-08-25;08:00:00;NLRTM;BALTIC CARRIER;Gibraltar;9138197;ZDFD4;2280;82.00;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Dorszowe 2
PLDAR;2018-08-25;13:00:00;SEELL;HELGA;Antigua and Barbuda;8402577;V2XS;1472;79.80;DAN SHIPPING & TRADING Co. Ltd. ;Gdyñskie
PLDAR;2018-08-27;06:00:00;DKASH;ERIC HAMMANN;Germany;9011985;DQFF;1156;55.78;DAN SHIPPING & TRADING Co. Ltd. ;Gdyñskie
PLDAR;2018-08-29;06:00:00;PLGDN;SEELAND;Germany;9228930;DFTZ;2224;87.00;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Gdañskie
PLDAR;2018-08-30;17:00:00;SEFLI;OAK;Cook Islands;8211629;E5U2636;1560;87.65;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Gdañskie
PLDAR;2018-09-08;18:00:00;DKKRR;VALDAY;Antigua and Barbuda;9142576;V2CS5;1682;81.50;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Gdañskie
PLDAR;2018-09-17;10:00:00;NLMOE;SMN EXPLORER;Liberia;9137193;D5PH5;1882;81.85;Baltic Shipping Agency Ltd.;Szczeciñskie
PLDAR;2018-09-16;08:00:00;SEELL;RUBYN;Saint Vincent and the Grenadines;8511885;J8B2973;1512;79.63;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2018-09-18;06:00:00;SESOL;SANDETTIE;Netherlands;9214018;PCCJ;2088;88.95;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Gdañskie
PLDAR;2018-09-23;18:00:00;NLSCI;BALTIC SKIPPER;Gibraltar;9138185;ZDFD5;2280;82.50;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Dorszowe 2
PLDAR;2018-09-28;17:30:00;DKKRR;HELGA;Antigua and Barbuda;8402577;V2XS;1473;79.80;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Gdañskie
PLDAR;2018-09-29;10:00:00;PLKOL;RUBYN;Saint Vincent and the Grenadines;8511885;J8B2973;1512;79.63;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Gdañskie
PLDAR;2018-10-04;10:00:00;SEELL;HELGA;Antigua and Barbuda;8402577;V2XS;1472;79.80;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2018-10-05;11:30:00;SEELL;RUBYN;Saint Vincent and the Grenadines;8511885;J8B2973;1512;79.63;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2018-10-12;06:00:00;SEELL;RUBYN;Saint Vincent and the Grenadines;8511885;J8B2973;1512;79.63;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2018-10-13;07:00:00;SEHAD;HAITHABU;Antigua and Barbuda;8222185;V2GP7;1372;75.23;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Gdañskie
PLDAR;2018-10-19;06:00:00;PLKOL;RUBYN;Saint Vincent and the Grenadines;8511885;J8B2973;1512;79.63;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Gdañskie
PLDAR;2018-10-21;07:00:00;SETHN;VALDAY;Antigua and Barbuda;9142576;V2CS5;1682;81.50;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Gdañskie
PLDAR;2018-10-20;15:00:00;DKHUN;HELGA;Antigua and Barbuda;8402577;V2XS;1473;79.80;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Gdañskie
PLDAR;2018-10-28;08:00:00;NLRTM;EURIKA;Panama;8214968;HP2378;998;77.96;DAN SHIPPING & TRADING Co. Ltd. ;Gdyñskie
PLDAR;2018-10-28;14:30:00;PLKOL;VALDAY;Antigua and Barbuda;9142576;V2CS5;1682;81.50;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Gdañskie
PLDAR;2018-10-31;06:00:00;DEWIS;HAV DOLPHIN;Antigua and Barbuda;9073854;V2QU2;1960;88.32;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Gdañskie
PLDAR;2018-11-02;11:00:00;SEELL;VALDAY;Antigua and Barbuda;9142576;V2CS5;1682;81.50;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2018-11-04;07:30:00;PLSZZ;BALTIC SKIPPER;Gibraltar;9138185;ZDFD5;2280;82.50;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Dorszowe 2
PLDAR;2018-11-06;07:00:00;SETRG;RUBYN;Saint Vincent and the Grenadines;8511885;J8B2973;1512;79.63;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Gdañskie
PLDAR;2018-11-08;06:00:00;DELBC;BALTIC CARRIER;Gibraltar;9138197;ZDFD4;2280;82.00;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Dorszowe 2
PLDAR;2018-11-11;15:30:00;SEVAN;HELGA;Antigua and Barbuda;8402577;V2XS;1473;79.80;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Gdañskie
PLDAR;2018-11-10;15:00:00;SEFAG;RUBYN;Saint Vincent and the Grenadines;8511885;J8B2973;1512;79.63;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Gdañskie
PLDAR;2018-11-16;06:00:00;PLKOL;RUBYN;Saint Vincent and the Grenadines;8511885;J8B2973;1512;79.63;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Gdañskie
PLDAR;2018-11-20;19:00:00;SENRK;VALDAY;Antigua and Barbuda;9142576;V2CS5;1682;81.50;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Dorszowe 2
PLDAR;2018-11-24;15:00:00;PLLEA;JENNY T;Belize;7606009;V3YU8;197;28.52;Marine Sailor S.C.;Brak
PLDAR;2018-11-24;06:00:00;PLKOL;HELGA;Antigua and Barbuda;8402577;V2XS;1473;79.80;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Gdañskie
PLDAR;2018-11-24;20:00:00;SEVAG;VALDAY;Antigua and Barbuda;9142576;V2CS5;1682;81.50;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Dorszowe 2
PLDAR;2018-12-01;18:30:00;SEVAG;VALDAY;Antigua and Barbuda;9142576;V2CS5;1682;81.50;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Gdañskie
PLDAR;2018-12-03;06:00:00;DKFRC;H&S FAIRNESS;Netherlands;9579456;PCML;2256;87.75;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Gdañskie
PLDAR;2018-12-05;13:00:00;PLKOL;RUBYN;Saint Vincent and the Grenadines;8511885;J8B2973;1512;79.63;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Dorszowe 2
PLDAR;2018-12-11;17:30:00;SEFAG;RUBYN;Saint Vincent and the Grenadines;8511885;J8B2973;1512;79.63;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Dorszowe 2
PLDAR;2018-12-14;07:00:00;LTKLJ;HELGA;Antigua and Barbuda;8402577;V2XS;1472;79.80;DAN SHIPPING & TRADING Co. Ltd. ;Gdyñskie
PLDAR;2018-12-18;15:30:00;NLDZL;FRI MARLIN;Bahamas;9073892;C6XF7;1990;88.00;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Gdañskie
PLDAR;2018-12-22;20:10:00;DKLIN;DANUBIA;Norway;8415653;LAXV5;1781;83.18;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Gdyñskie
PLDAR;2018-12-22;06:00:00;SEELL;ROSEBURG;Antigua and Barbuda;8817370;V2PS2;1999;82.00;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2019-01-05;01:00:00;SEELL;RUBYN;Saint Vincent and the Grenadines;8511885;J8B2973;1512;79.63;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2019-01-07;06:00:00;DKLIN;FIGARO;Saint Vincent and the Grenadines;9240732;J8B4640;1435;79.99;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Gdañskie
PLDAR;2019-01-11;01:00:00;SEELL;RUBYN;Saint Vincent and the Grenadines;8511885;J8B2973;1512;79.63;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2019-01-16;15:30:00;PLSZZ;HELGA;Antigua and Barbuda;8402577;V2XS;1473;79.80;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Dorszowe 2
PLDAR;2019-01-18;15:00:00;DKODE;RUBYN;Saint Vincent and the Grenadines;8511885;J8B2973;1512;79.63;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Gdañskie
PLDAR;2019-01-20;20:00:00;SEVAG;HELGA;Antigua and Barbuda;8402577;V2XS;1473;79.80;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Dorszowe 2
PLDAR;2019-01-25;11:00:00;DERSK;EEMS TRANSPORTER;Netherlands;9340300;P.H.B.C.;2186;89.99;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Gdañskie
PLDAR;2019-01-26;06:00:00;SEELL;HELGA;Antigua and Barbuda;8402577;V2XS;1472;79.80;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2019-01-31;19:00:00;LTKLJ;RUBYN;Saint Vincent and the Grenadines;8511885;J8B2973;1512;79.63;DAN SHIPPING & TRADING Co. Ltd. ;Gdyñskie
PLDAR;2019-02-01;10:00:00;LTKLJ;FEHN CALEDONIA;Antigua and Barbuda;9557367;V2GH5;1934;87.91;DAN SHIPPING & TRADING Co. Ltd. ;Gdyñskie
PLDAR;2019-02-01;21:15:00;PLKOL;HELGA;Antigua and Barbuda;8402577;V2XS;1473;79.80;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Dorszowe 2
PLDAR;2019-02-07;06:00:00;PLKOL;RUBYN;Saint Vincent and the Grenadines;8511885;J8B2973;1512;79.63;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Gdañskie
PLDAR;2019-02-07;22:00:00;SEFLI;HELGA;Antigua and Barbuda;8402577;V2XS;1472;79.80;DAN SHIPPING & TRADING Co. Ltd. ;Gdyñskie
PLDAR;2019-02-14;07:00:00;DKGRE;HELGA;Antigua and Barbuda;8402577;V2XS;1472;79.80;DAN SHIPPING & TRADING Co. Ltd. ;Gdyñskie
PLDAR;2019-02-19;16:00:00;PLKOL;RUBYN;Saint Vincent and the Grenadines;8511885;J8B2973;1512;79.63;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Gdañskie
PLDAR;2019-02-22;06:00:00;PLUST;HELGA;Antigua and Barbuda;8402577;V2XS;1473;79.80;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Dorszowe 2
PLDAR;2019-02-24;06:00:00;SEELL;LORE PRAHM;Germany;8915902;DCBT;1156;58.70;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2019-02-24;06:00:00;PLKOL;RUBYN;Saint Vincent and the Grenadines;8511885;J8B2973;1512;79.63;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Gdañskie
PLDAR;2019-02-25;06:00:00;DKLIN;TRAVEBERG;Panama;8104541;3FRV3;1939;87.95;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Gdañskie
PLDAR;2019-02-27;06:00:00;SEKAN;SANDETTIE;Netherlands;9214018;PCCJ;2088;88.95;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Gdañskie
PLDAR;2019-02-27;18:00:00;SEFLI;HELGA;Antigua and Barbuda;8402577;V2XS;1472;79.80;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2019-03-02;11:00:00;PLKOL;VALDAY;Antigua and Barbuda;9142576;V2CS5;1682;81.50;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Dorszowe 2
PLDAR;2019-03-07;15:30:00;DKGRE;VALDAY;Antigua and Barbuda;9142576;V2CS5;1682;81.50;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2019-03-11;07:00:00;LTKLJ;HELGA;Antigua and Barbuda;8402577;V2XS;1473;79.80;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Gdañskie
PLDAR;2019-03-15;16:00:00;SEELL;HELGA;Antigua and Barbuda;8402577;V2XS;1472;79.80;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2019-03-21;06:00:00;SEFLI;HELGA;Antigua and Barbuda;8402577;V2XS;1472;79.80;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2019-03-23;21:00:00;PLGDY;RUBYN;Saint Vincent and the Grenadines;8511885;J8B2973;1512;79.63;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Dorszowe 2
PLDAR;2019-03-26;15:00:00;PLSZZ;HAV DOLPHIN;Antigua and Barbuda;9073854;V2QU2;1960;88.32;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Gdañskie
PLDAR;2019-03-28;01:00:00;SEUDD;VALDAY;Antigua and Barbuda;9142576;V2CS5;1682;81.50;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2019-03-28;18:30:00;PLKOL;HELGA;Antigua and Barbuda;8402577;V2XS;1473;79.80;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Gdañskie
PLDAR;2019-03-31;06:00:00;RUKGD;RUBYN;Saint Vincent and the Grenadines;8511885;J8B2973;1512;79.63;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Dorszowe 2
PLDAR;2019-04-08;12:00:00;LTKLJ;RUBYN;Saint Vincent and the Grenadines;8511885;J8B2973;1512;79.63;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Gdañskie
PLDAR;2019-04-13;13:00:00;PLKOL;RUBYN;Saint Vincent and the Grenadines;8511885;J8B2973;1512;79.63;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Gdañskie
PLDAR;2019-04-19;07:00:00;DKODE;ANN ROUSING;Denmark;9037903;OYIP2;2326;84.00;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Gdañskie
PLDAR;2019-04-28;06:00:00;DEOLO;HELGA;Antigua and Barbuda;8402577;V2XS;1473;79.80;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Gdañskie
PLDAR;2019-05-04;21:00:00;PLKOL;HELGA;Antigua and Barbuda;8402577;V2XS;1473;79.80;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Gdañskie
PLDAR;2019-05-07;20:30:00;DEFLF;EDZARD CIRKSENA;Antigua and Barbuda;9375824;V2DE2;2451;88.30;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Gdañskie
PLDAR;2019-05-09;15:00:00;SEELL;HELT;Panama;8402589;3FSB;1473;79.10;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2019-05-09;23:50:00;SEFLI;HELGA;Antigua and Barbuda;8402577;V2XS;1472;79.80;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2019-05-10;11:30:00;SEFLI;RAMONA;Finland;8420713;OJNN;1279;74.80;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2019-05-15;16:00:00;SEFLI;HELGA;Antigua and Barbuda;8402577;V2XS;1472;79.80;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2019-05-22;19:00:00;EESLM;RUBYN;Saint Vincent and the Grenadines;8511885;J8B2973;1512;79.63;DAN SHIPPING & TRADING Co. Ltd. ;Gdyñskie
PLDAR;2019-05-25;22:30:00;PLKOL;VALDAY;Antigua and Barbuda;9142576;V2CS5;1682;81.50;DAN SHIPPING & TRADING Co. Ltd. ;Gdyñskie
PLDAR;2019-06-01;11:00:00;SELAA;RUBYN;Saint Vincent and the Grenadines;8511885;J8B2973;1512;79.63;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Dorszowe 2
PLDAR;2019-06-03;06:00:00;SEOXE;FOKKO UKENA;Antigua and Barbuda;9375812;V2GU3;2451;88.30;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Gdañskie
PLDAR;2019-06-04;16:40:00;SEFLI;NINA I;Saint Vincent and the Grenadines;8402668;J8B3047;998;77.96;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2019-06-05;13:00:00;SEELL;HELGA;Antigua and Barbuda;8402577;V2XS;1472;79.80;DAN SHIPPING & TRADING Co. Ltd. ;Gdyñskie
PLDAR;2019-06-12;06:00:00;PLDAR;SM-PRC-112;Poland;8937596;SPG 2920;538;58.96;Przedsiebiorstwo Robot Czerpalnych i Podwodnych;Szczeciñskie
PLDAR;2019-06-12;11:20:00;PLNOW;HENRYK;Poland;7504926;SQFY;190;29.96;Przedsiebiorstwo Robot Czerpalnych i Podwodnych;Brak
PLDAR;2019-06-18;11:15:00;SEELL;ERIC HAMMANN;Germany;9011985;DQFF;1156;55.78;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2019-06-21;06:00:00;SEELL;ERIC HAMMANN;Germany;9011985;DQFF;1156;55.78;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2019-06-26;10:30:00;PLSZZ;OAK;Cook Islands;8211629;E5U2636;1560;87.65;DAN SHIPPING & TRADING Co. Ltd. ;Gdyñskie
PLDAR;2019-06-26;05:00:00;PLNOW;HENRYK;Poland;7504926;SQFY;190;29.96;Przedsiebiorstwo Robot Czerpalnych i Podwodnych;Brak
PLDAR;2019-06-27;17:00:00;SEKAN;HELGA;Antigua and Barbuda;8402577;V2XS;1472;79.80;DAN SHIPPING & TRADING Co. Ltd. ;Gdyñskie
PLDAR;2019-07-12;18:00:00;DKLIN;BORNHOLM;Latvia;9350460;YLPD;1945;87.95;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Gdañskie
PLDAR;2019-07-13;06:00:00;SEKAN;HELGA;Antigua and Barbuda;8402577;V2XS;1472;79.80;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2019-07-16;07:00:00;DKFAK;OSA;Cyprus;8420086;5BHW4;1782;83.38;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Gdyñskie
PLDAR;2019-07-16;06:00:00;SEKAN;ROSEBURG;Antigua and Barbuda;8817370;V2PS2;1999;82.00;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2019-07-17;07:30:00;SEKAN;OAK;Cook Islands;8211629;E5U2636;1560;87.65;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2019-07-18;09:30:00;SEKAN;RUBYN;Saint Vincent and the Grenadines;8511885;J8B2973;1512;79.63;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2019-07-21;12:20:00;DKASH;HALLAND;Germany;8518558;DFYT;1899;82.09;DAN SHIPPING & TRADING Co. Ltd. ;Gdyñskie
PLDAR;2019-07-24;06:00:00;PLSZZ;MARIETJE HESTER;Netherlands;9279032;PHDB;2409;82.50;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Gdañskie
PLDAR;2019-07-24;07:00:00;SEKAN;OAK;Cook Islands;8211629;E5U2636;1560;87.65;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2019-07-29;06:00:00;DKFAK;HELT;Panama;8402589;3FSB;1473;79.10;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Gdyñskie
PLDAR;2019-08-02;16:00:00;DKODE;RIX ELEONORA;Portugal;9194830;CQIL5;2446;87.98;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Gdañskie
PLDAR;2019-08-02;06:00:00;SEKAN;RIONA;Finland;8806072;OJNA;910;69.10;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2019-08-03;07:15:00;SEKAN;VALDAY;Antigua and Barbuda;9142576;V2CS5;1682;81.50;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2019-08-06;06:00:00;PLDAR;RIONA;Finland;8806072;OJNA;910;69.10;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2019-08-08;08:00:00;SEKAN;RIONA;Finland;8806072;OJNA;910;69.10;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2019-08-08;07:30:00;SEKAN;VALDAY;Antigua and Barbuda;9142576;V2CS5;1682;81.50;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2019-08-12;06:00:00;DKASH;NINA I;Saint Vincent and the Grenadines;8402668;J8B3047;998;77.96;DAN SHIPPING & TRADING Co. Ltd. ;Gdyñskie
PLDAR;2019-08-10;06:00:00;SEKAN;RIONA;Finland;8806072;OJNA;910;69.10;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2019-08-12;07:00:00;DKODE;RIX AMETHYST;Cyprus;9173185;5BQN4;2056;88.00;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Gdañskie
PLDAR;2019-08-16;06:00:00;SEKAN;HELGA;Antigua and Barbuda;8402577;V2XS;1472;79.80;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2019-08-16;08:00:00;DKFAK;RONJA;Finland;9030462;OJSG;1512;74.94;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Gdañskie
PLDAR;2019-08-20;07:00:00;SEELL;RIONA;Finland;8806072;OJNA;910;69.10;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2019-08-29;10:30:00;DEVIW;HAV MARLIN;Antigua and Barbuda;9006954;V2QU9;1960;88.32;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Gdañskie
PLDAR;2019-09-03;06:00:00;SEKAN;VALDAY;Antigua and Barbuda;9142576;V2CS5;1682;81.50;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2019-09-06;15:30:00;SEKAN;HELGA;Antigua and Barbuda;8402577;V2XS;1472;79.80;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2019-09-14;19:30:00;SEKAN;RUBYN;Saint Vincent and the Grenadines;8511885;J8B2973;1512;79.63;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2019-09-19;07:15:00;SEKAN;MARIE;Cyprus;8801060;5BHZ5;851;64.33;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2019-09-24;19:15:00;FRURO;AMADEUS AQUAMARIJN;Netherlands;9223423;PDDX;1898;88.00;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Gdañskie
PLDAR;2019-09-28;06:00:00;SEELL;RONJA;Finland;9030462;OJSG;1512;74.94;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2019-10-01;19:00:00;DKRNN;HELGA;Antigua and Barbuda;8402577;V2XS;1473;79.80;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Gdañskie
PLDAR;2019-10-05;06:00:00;PLSZZ;VALDAY;Antigua and Barbuda;9142576;V2CS5;1682;81.50;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Dorszowe 2
PLDAR;2019-10-11;08:15:00;PLGDY;HELGA;Antigua and Barbuda;8402577;V2XS;1473;79.80;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Dorszowe 2
PLDAR;2019-10-10;06:00:00;SESOL;RMS GOOLE;Antigua and Barbuda;9213600;V2BJ4;2069;80.08;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Gdañskie
PLDAR;2019-10-18;08:00:00;SEELL;RUBYN;Saint Vincent and the Grenadines;8511885;J8B2973;1512;79.63;DAN SHIPPING & TRADING Co. Ltd. ;Szczeciñskie
PLDAR;2019-10-30;06:00:00;PLGDN;FOKKO UKENA;Antigua and Barbuda;9375812;V2GU3;2451;88.30;Morska Agencja Gdynia Ltd. Harbour Office Darlowo;Gdañskie
